Date,Open,High,Low,Close,Volume,HV_20,HV_252,snapshot_time,snapshot_str,ticker
2026-02-04,272.04,278.69,272.04,276.23,90545700,0.2511,0.3159,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-05,277.87,279.24,272.97,275.65,52977400,0.2488,0.3153,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-06,276.86,280.65,276.67,277.86,50453400,0.2476,0.3154,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-09,277.91,278.2,271.7,274.62,44623400,0.2534,0.3156,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-10,274.89,275.37,272.94,273.68,34376900,0.2544,0.3147,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-11,274.7,280.18,274.45,275.5,51931300,0.2548,0.3147,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-12,275.59,275.72,260.18,261.73,81077200,0.3186,0.3183,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-13,262.01,262.23,255.45,255.78,56290700,0.3285,0.3187,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-17,258.05,266.29,255.54,263.88,58469100,0.3445,0.3196,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-18,263.6,266.82,262.45,264.35,34203300,0.3159,0.3193,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-19,262.6,264.48,260.05,260.58,30845300,0.3222,0.3197,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-20,258.97,264.75,258.16,264.58,42070500,0.3253,0.32,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-23,263.49,269.43,263.38,266.18,37308200,0.325,0.3201,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-24,267.86,274.89,267.71,272.14,47014600,0.3184,0.3208,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-25,271.78,274.94,271.05,274.23,33714300,0.3175,0.3208,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-26,274.95,276.11,270.8,272.95,32345100,0.3166,0.3209,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-02-27,272.81,272.81,262.89,264.18,72366500,0.3406,0.3214,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-02,262.41,266.53,260.2,264.72,41827900,0.3404,0.3211,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-03,263.48,265.56,260.13,263.75,38568900,0.3082,0.3206,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-04,264.65,266.15,261.42,262.52,39803100,0.3085,0.3202,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-05,260.79,261.56,257.25,260.29,49658600,0.2923,0.3202,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-06,258.63,258.77,254.37,257.46,41120000,0.2936,0.3204,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-09,255.69,261.15,253.68,259.88,38218500,0.2944,0.3205,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-10,257.65,262.48,256.95,260.83,30590800,0.2936,0.3202,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-11,261.09,262.13,259.55,260.81,26218900,0.2937,0.3162,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-12,258.66,258.95,254.18,255.76,40794000,0.2977,0.3154,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-13,255.48,256.33,249.52,250.12,36930000,0.2503,0.3157,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-16,252.11,253.89,249.88,252.82,32074200,0.2418,0.3139,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-17,252.96,255.13,252.18,254.23,32361600,0.2125,0.3135,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-18,252.63,254.94,249.0,249.94,35757900,0.2186,0.314,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-19,249.4,251.83,247.3,248.96,34864100,0.2144,0.3139,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-20,247.98,249.2,246.0,247.99,88331100,0.2042,0.3138,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-23,253.97,254.6,250.28,251.49,40546100,0.2108,0.314,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-24,250.35,254.83,249.55,251.64,45152300,0.1898,0.3134,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-25,254.1,255.0,251.6,252.62,28476700,0.1872,0.3133,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-26,252.12,257.0,250.77,252.89,41796700,0.1881,0.313,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-27,253.9,255.49,248.07,248.8,47900000,0.162,0.3133,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-30,250.07,250.87,245.51,246.63,39446200,0.162,0.3132,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-03-31,247.91,255.48,247.1,253.79,49598100,0.1982,0.3133,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-01,254.08,256.18,253.33,255.63,40059400,0.2005,0.3128,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-02,254.2,256.13,250.65,255.92,31289400,0.1988,0.3128,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-06,256.51,262.16,256.46,258.86,29329900,0.1996,0.313,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-07,256.16,256.2,245.7,253.5,62148000,0.21,0.298,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-08,258.45,259.75,256.53,258.9,41032800,0.224,0.2886,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-09,259.0,261.12,256.07,260.49,28121600,0.2252,0.286,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-10,259.98,262.19,259.02,260.48,31291500,0.2131,0.2811,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-13,259.73,260.18,256.66,259.2,36234700,0.1963,0.243,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-14,259.25,261.93,257.19,258.83,48370700,0.1937,0.2389,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-15,258.16,266.56,257.81,266.43,49913500,0.2171,0.2374,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-16,266.8,267.16,261.27,263.4,43323100,0.2113,0.2368,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-17,266.96,272.3,266.72,270.23,61436200,0.2247,0.2381,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-20,270.33,274.28,270.29,273.05,36590200,0.2237,0.2347,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-21,271.5,272.8,265.4,266.17,50209800,0.2451,0.2359,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-22,267.82,273.74,266.87,273.17,43249200,0.2582,0.2362,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-23,275.05,275.77,271.65,273.43,33399600,0.2585,0.234,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-24,272.76,273.06,269.65,271.06,38157100,0.2622,0.2331,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-27,266.09,268.36,265.07,267.61,41466800,0.259,0.2329,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-28,272.34,273.23,268.66,270.71,40018900,0.2561,0.2331,2026-04-29 18:31:18.793436,20260429_183118,AAPL
2026-04-29,267.55,271.04,267.04,270.17,24117049,0.2407,0.2331,2026-04-29 18:31:18.793436,20260429_183118,AAPL
